Label,Type,Value,Unit
Elmidae,Perimeter,4.75,mm
Elmidae,Perimeter,5.18,mm
Elmidae,Perimeter,3.8,mm
Elmidae,Perimeter,2.1,mm
Elmidae,Distance,1.8,mm
