Label,Type,Value,Unit
Baetidae,Perimeter,2.95,mm
Baetidae,Perimeter,7.59,mm
Baetidae,Perimeter,4.84,mm
Baetidae,Perimeter,4.08,mm
Baetidae,Perimeter,2.51,mm
Baetidae,Perimeter,4.32,mm
Baetidae,Perimeter,4.52,mm
Baetidae,Perimeter,1.93,mm
Baetidae,Distance,1.97,mm
Baetidae,Perimeter,2.51,mm
