Label,Type,Value,Unit
Baetidae,Perimeter,5.4,mm
Baetidae,Distance,0.97,mm
Baetidae,Perimeter,1.3,mm
Baetidae,Perimeter,1.77,mm
Baetidae,Perimeter,4.46,mm
Baetidae,Perimeter,6.24,mm
Baetidae,Perimeter,1.65,mm
