Label,Type,Value,Unit
Baetidae,Perimeter,2.63,mm
Baetidae,Perimeter,4.81,mm
Baetidae,Perimeter,3.08,mm
Baetidae,Perimeter,1.49,mm
Baetidae,Perimeter,4.72,mm
Baetidae,Perimeter,5.55,mm
Baetidae,Perimeter,3.86,mm
