Label,Type,Value,Unit
Baetidae,Perimeter,7.08,mm
Baetidae,Perimeter,4.25,mm
Baetidae,Perimeter,7.12,mm
Baetidae,Perimeter,5.91,mm
Baetidae,Perimeter,5.01,mm
