Label,Type,Value,Unit,
"Chloroperlidae",Distance,"3.47","mm"
"Chloroperlidae",Perimeter,"2.65","mm"
"Chloroperlidae",Perimeter,"2.64","mm"
"Chloroperlidae",Perimeter,"2.85","mm"
"Chloroperlidae",Perimeter,"3.38","mm"
"Chloroperlidae",Perimeter,"5.14","mm"
"Chloroperlidae",Perimeter,"3.11","mm"
"Chloroperlidae",Perimeter,"3.36","mm"
"Chloroperlidae",Perimeter,"3.40","mm"
"Chloroperlidae",Perimeter,"3.14","mm"
"Chloroperlidae",Distance,"1.62","mm"
"Chloroperlidae",Distance,"1.92","mm"
"Chloroperlidae",Perimeter,"3.02","mm"
"Chloroperlidae",Perimeter,"2.01","mm"
