Label,Type,Value,Unit
Elmidae,Perimeter,3.73,mm
Elmidae_Adult,Distance,1.42,mm
Elmidae_Adult,Distance,2.23,mm
Elmidae,Perimeter,6.21,mm
Elmidae,Perimeter,6.45,mm
