Label,Type,Value,Unit,
"Brachycentridae",Perimeter,"1.87","mm"
"Brachycentridae",Perimeter,"2.65","mm"
"Brachycentridae",Perimeter,"3.10","mm"
"Brachycentridae",Perimeter,"2.96","mm"
,Distance,"3.71","in"
