Label,Type,Value,Unit
Brachycentridae,Perimeter,4.39,mm
Brachycentridae,Distance,1.36,mm
Brachycentridae,Perimeter,2.17,mm
Brachycentridae,Perimeter,2.12,mm
Brachycentridae,Perimeter,3.37,mm
Brachycentridae,Perimeter,3.03,mm
Brachycentridae,Perimeter,3.74,mm
Brachycentridae,Perimeter,1.58,mm
Brachycentridae,Perimeter,5.12,mm
Brachycentridae,Perimeter,3.43,mm
Brachycentridae,Perimeter,3.05,mm
Brachycentridae,Perimeter,3.24,mm
Brachycentridae,Perimeter,3.41,mm
Brachycentridae,Perimeter,1.43,mm
Brachycentridae,Perimeter,2.77,mm
Brachycentridae,Perimeter,3.26,mm
Brachycentridae,Perimeter,3.73,mm
Brachycentridae,Distance,2.4,mm
Brachycentridae,Distance,4.37,mm
Brachycentridae,Distance,3.06,mm
Brachycentridae,Distance,4.81,mm
Brachycentridae,Distance,2.11,mm
Brachycentridae,Distance,3.34,mm
Brachycentridae,Distance,1.57,mm
Brachycentridae,Distance,4.84,mm
,Distance,35.28,in
