Label,Type,Value,Unit
Baetidae,Distance,6.76,mm
Baetidae,Perimeter,4.67,mm
Baetidae,Perimeter,2.16,mm
Baetidae,Perimeter,2.06,mm
Baetidae,Perimeter,1.6,mm
Baetidae,Perimeter,2.19,mm
Baetidae,Perimeter,2.23,mm
Baetidae,Perimeter,6.01,mm
Baetidae,Perimeter,2.28,mm
Baetidae,Perimeter,1.57,mm
Baetidae,Perimeter,1.93,mm
Baetidae,Perimeter,1.34,mm
Baetidae,Perimeter,2.11,mm
Baetidae,Perimeter,1.5,mm
Baetidae,Perimeter,2.78,mm
Baetidae,Perimeter,2.24,mm
Baetidae,Distance,1.95,mm
Baetidae,Perimeter,1.67,mm
Baetidae,Perimeter,3.44,mm
Baetidae,Perimeter,4.21,mm
Baetidae,Perimeter,2.25,mm
Baetidae,Perimeter,1.89,mm
Baetidae,Perimeter,1.82,mm
Baetidae,Perimeter,1.93,mm
Baetidae,Perimeter,2.18,mm
Baetidae,Perimeter,2.65,mm
Baetidae,Perimeter,1.81,mm
Baetidae,Perimeter,1.33,mm
Baetidae,Perimeter,1.46,mm
Baetidae,Perimeter,1.6,mm
Baetidae,Perimeter,1.6,mm
Baetidae,Distance,1.87,mm
Baetidae,Distance,2.07,mm
Baetidae,Distance,1.86,mm
Baetidae,Distance,1.82,mm
Baetidae,Distance,1.52,mm
Baetidae,Distance,2.03,mm
,Distance,3.58,in
