Label,Type,Value,Unit
Ephemerellidae,Distance,4.83,mm
Ephemerellidae,Perimeter,4.84,mm
Ephemerellidae,Perimeter,3.22,mm
Ephemerellidae,Perimeter,3.96,mm
Ephemerellidae,Perimeter,1.87,mm
Ephemerellidae,Perimeter,2.27,mm
Ephemerellidae,Perimeter,8.6,mm
Ephemerellidae,Perimeter,3.31,mm
Ephemerellidae,Perimeter,3.39,mm
Ephemerellidae,Distance,3.58,mm
Ephemerellidae,Perimeter,2.91,mm
Ephemerellidae,Distance,4.16,mm
Ephemerellidae,Distance,2.85,mm
Ephemerellidae,Distance,2.54,mm
Ephemerellidae,Distance,3.17,mm
Ephemerellidae,Distance,3.39,mm
Ephemerellidae,Distance,3.93,mm
Ephemerellidae,Distance,4.54,mm
Ephemerellidae,Distance,3.69,mm
Ephemerellidae,Distance,6.43,mm
Ephemerellidae,Distance,3.33,mm
Ephemerellidae,Distance,3.87,mm
Ephemerellidae,Distance,6.81,mm
Ephemerellidae,Distance,3.15,mm
,Distance,35.22,in
