Label,Type,Value,Unit
Psychodidae,Perimeter,4.86,mm
Psychodidae,Perimeter,3.76,mm
Psychodidae,Perimeter,4.03,mm
Psychodidae,Perimeter,4.42,mm
Psychodidae,Perimeter,3.93,mm
Psychodidae,Perimeter,4.44,mm
Psychodidae,Perimeter,5.33,mm
Psychodidae,Perimeter,4.24,mm
Psychodidae,Perimeter,4.3,mm
Psychodidae,Perimeter,4.78,mm
Psychodidae,Perimeter,4.36,mm
Psychodidae,Perimeter,4.19,mm
Psychodidae,Perimeter,3.96,mm
Psychodidae,Perimeter,4.3,mm
Psychodidae,Perimeter,4.41,mm
Leptophlebiidae,Perimeter,5.1,mm
Pteronarcyidae,Perimeter,11.11,mm
,Distance,3.64,in
