Label,Type,Value,Unit
Baetidae,Perimeter,3.54,mm
Baetidae,Perimeter,5.62,mm
Baetidae,Perimeter,2.15,mm
Baetidae,Perimeter,2.94,mm
Baetidae,Perimeter,2.07,mm
Baetidae,Perimeter,3.32,mm
Baetidae,Perimeter,3.03,mm
Baetidae,Perimeter,3.86,mm
Baetidae,Perimeter,2.36,mm
Baetidae,Perimeter,2.27,mm
Baetidae,Perimeter,2.36,mm
Baetidae,Distance,2.7,mm
Baetidae,Distance,1.45,mm
Baetidae,Distance,2.66,mm
Baetidae,Distance,1.83,mm
Baetidae,Distance,2.04,mm
Baetidae,Distance,2.99,mm
Baetidae,Distance,1.73,mm
Baetidae,Distance,3.48,mm
Baetidae,Distance,2.48,mm
Baetidae,Distance,3.45,mm
Baetidae,Distance,2.61,mm
,Distance,3.34,in
