Label,Type,Value,Unit
Ephemerellidae,Distance,6.72,mm
Ephemerellidae,Perimeter,3.72,mm
Ephemerellidae,Perimeter,3.27,mm
Ephemerellidae,Perimeter,3.36,mm
Ephemerellidae,Perimeter,3.85,mm
Ephemerellidae,Perimeter,3.27,mm
Ephemerellidae,Perimeter,4.35,mm
Ephemerellidae,Distance,4.17,mm
Ephemerellidae,Distance,4.29,mm
Ephemerellidae,Distance,4.54,mm
Ephemerellidae,Distance,4.38,mm
Ephemerellidae,Distance,3.73,mm
Ephemerellidae,Distance,3.69,mm
Ephemerellidae,Distance,3.65,mm
Ephemerellidae,Distance,4.06,mm
Ephemerellidae,Distance,3.73,mm
Ephemerellidae,Distance,3.27,mm
Ephemerellidae,Distance,7.75,mm
Ephemerellidae,Distance,2.62,mm
Ephemerellidae,Distance,3.28,mm
Ephemerellidae,Distance,4.42,mm
,Distance,35.27,in
