Label,Type,Value,Unit
Brachycentridae,Perimeter,4.78,mm
Brachycentridae,Perimeter,3.69,mm
Brachycentridae,Distance,3.4,mm
Brachycentridae,Perimeter,3.55,mm
Brachycentridae,Perimeter,2.35,mm
Brachycentridae,Perimeter,3.68,mm
Brachycentridae,Distance,4.29,mm
Brachycentridae,Distance,3.61,mm
Brachycentridae,Perimeter,2.49,mm
Brachycentridae,Distance,4.32,mm
Brachycentridae,Perimeter,2.3,mm
Brachycentridae,Perimeter,2.76,mm
Brachycentridae,Perimeter,3.63,mm
Brachycentridae,Perimeter,3.71,mm
Brachycentridae,Perimeter,3.56,mm
Brachycentridae,Perimeter,3.78,mm
Brachycentridae,Distance,5.46,mm
