Label,Type,Value,Unit
Baetidae,Perimeter,6.08,mm
Baetidae,Perimeter,5.75,mm
Baetidae,Perimeter,2.73,mm
Baetidae,Perimeter,2.68,mm
Baetidae,Perimeter,2.22,mm
Baetidae,Perimeter,2.15,mm
Baetidae,Perimeter,2.11,mm
Baetidae,Perimeter,2.31,mm
Baetidae,Perimeter,1.61,mm
Baetidae,Perimeter,2.81,mm
Baetidae,Perimeter,2.47,mm
Baetidae,Perimeter,1.71,mm
Baetidae,Perimeter,2.17,mm
Baetidae,Perimeter,2.48,mm
Baetidae,Perimeter,2.62,mm
Baetidae,Perimeter,2.08,mm
Baetidae,Perimeter,1.87,mm
Baetidae,Perimeter,2.66,mm
Baetidae,Perimeter,2.76,mm
Baetidae,Perimeter,1.63,mm
Baetidae,Perimeter,1.91,mm
Baetidae,Perimeter,1.83,mm
Baetidae,Perimeter,2.43,mm
Baetidae,Perimeter,2.31,mm
Baetidae,Perimeter,3.03,mm
Baetidae,Perimeter,5.34,mm
Baetidae,Perimeter,2.32,mm
Baetidae,Perimeter,2.35,mm
Baetidae,Perimeter,1.81,mm
Baetidae,Perimeter,1.86,mm
Baetidae,Distance,2.81,mm
Baetidae,Distance,1.95,mm
Baetidae,Distance,2.7,mm
Baetidae,Distance,1.7,mm
Baetidae,Distance,1.72,mm
Baetidae,Distance,1.57,mm
Baetidae,Distance,2.05,mm
,Distance,3.52,in
