Label,Type,Value,Unit
Baetidae,Perimeter,6.77,mm
Baetidae,Perimeter,3.33,mm
Baetidae,Perimeter,1.82,mm
Baetidae,Perimeter,1.78,mm
Baetidae,Perimeter,1.87,mm
Baetidae,Distance,2.01,mm
Baetidae,Perimeter,3.02,mm
Baetidae,Perimeter,1.82,mm
Baetidae,Perimeter,1.69,mm
Baetidae,Perimeter,4.99,mm
Baetidae,Perimeter,1.72,mm
Baetidae,Perimeter,2.56,mm
Baetidae,Perimeter,1.65,mm
Baetidae,Perimeter,5.25,mm
Baetidae,Perimeter,2.08,mm
Baetidae,Perimeter,2.24,mm
Baetidae,Perimeter,1.71,mm
Baetidae,Distance,2.03,mm
Baetidae,Perimeter,4.71,mm
Baetidae,Distance,4.51,mm
,Distance,35.67,in
