Label,Type,Value,Unit
Ephemerellidae,Perimeter,7.81,mm
Ephemerellidae,Perimeter,3.72,mm
Ephemerellidae,Perimeter,4.07,mm
Ephemerellidae,Perimeter,3.61,mm
Ephemerellidae,Perimeter,3.04,mm
Ephemerellidae,Perimeter,3.49,mm
Ephemerellidae,Perimeter,3.24,mm
Ephemerellidae,Perimeter,4.06,mm
Ephemerellidae,Distance,3.61,mm
Ephemerellidae,Perimeter,3.14,mm
Ephemerellidae,Perimeter,3.88,mm
Ephemerellidae,Perimeter,4.31,mm
Ephemerellidae,Perimeter,3.43,mm
Ephemerellidae,Perimeter,5.36,mm
Ephemerellidae,Perimeter,3.82,mm
Ephemerellidae,Perimeter,3.27,mm
Ephemerellidae,Perimeter,4.99,mm
