Label,Type,Value,Unit
Baetidae,Perimeter,3.39,mm
Baetidae,Perimeter,1.89,mm
Baetidae,Distance,2.24,mm
Baetidae,Perimeter,1.5,mm
Baetidae,Perimeter,1.93,mm
Baetidae,Perimeter,1.85,mm
Baetidae,Perimeter,3.96,mm
Baetidae,Perimeter,1.31,mm
Baetidae,Perimeter,5.14,mm
Baetidae,Distance,5.44,mm
Baetidae,Perimeter,2.24,mm
Baetidae,Perimeter,2.4,mm
Baetidae,Perimeter,1.7,mm
Baetidae,Perimeter,1.07,mm
Baetidae,Distance,1.74,mm
Baetidae,Perimeter,1.9,mm
Baetidae,Perimeter,1.47,mm
Baetidae,Perimeter,2.58,mm
Baetidae,Distance,1.42,mm
Baetidae,Perimeter,1.77,mm
Baetidae,Perimeter,1.51,mm
Baetidae,Perimeter,2.19,mm
Baetidae,Perimeter,4.48,mm
Baetidae,Perimeter,1.99,mm
Baetidae,Perimeter,1.65,mm
Baetidae,Distance,1.51,mm
Baetidae,Perimeter,1.66,mm
Baetidae,Perimeter,1.6,mm
Baetidae,Perimeter,1.46,mm
Baetidae,Perimeter,3.52,mm
Baetidae,Perimeter,1.83,mm
Baetidae,Perimeter,1.66,mm
Baetidae,Perimeter,2.33,mm
Baetidae,Perimeter,1.82,mm
Baetidae,Perimeter,3.06,mm
Baetidae,Perimeter,1.63,mm
Baetidae,Perimeter,3.05,mm
Baetidae,Perimeter,2.74,mm
Baetidae,Perimeter,1.82,mm
Baetidae,Distance,3.25,mm
Baetidae,Distance,1.46,mm
Baetidae,Distance,1.65,mm
Baetidae,Distance,1.93,mm
Baetidae,Distance,1.23,mm
Baetidae,Perimeter,2.19,mm
Baetidae,Distance,2.05,mm
Baetidae,Distance,1.11,mm
Baetidae,Perimeter,2.28,mm
Baetidae,Perimeter,2.43,mm
Baetidae,Perimeter,3.46,mm
Baetidae,Perimeter,1.66,mm
Baetidae,Perimeter,2.79,mm
Baetidae,Perimeter,2.34,mm
Baetidae,Perimeter,2.5,mm
Baetidae,Perimeter,2.37,mm
Baetidae,Perimeter,1.83,mm
Baetidae,Perimeter,1.53,mm
Baetidae,Perimeter,2.41,mm
Baetidae,Perimeter,1.66,mm
Baetidae,Perimeter,1.93,mm
Baetidae,Perimeter,2.07,mm
Baetidae,Perimeter,2.01,mm
Baetidae,Perimeter,2.04,mm
Baetidae,Perimeter,1.93,mm
Baetidae,Perimeter,4.85,mm
,Distance,35.53,in
